,Location,Category,Hierarchy_Level,Outlet,Outlet_Hierarchy,Year,Volume_mnl
0,1,Beer,1,Food/drink/tobacco specialists,3,2007,"2613,845506"
1,1,Beer,1,Food/drink/tobacco specialists,3,2008,"2513,025824"
2,1,Beer,1,Food/drink/tobacco specialists,3,2009,"2421,088595"
3,1,Beer,1,Food/drink/tobacco specialists,3,2010,"2422,128432"
4,1,Beer,1,Food/drink/tobacco specialists,3,2011,"2439,33622"
5,1,Beer,1,Food/drink/tobacco specialists,3,2012,"2350,706878"
6,1,Beer,1,Food/drink/tobacco specialists,3,2013,"2334,371075"
7,1,Beer,1,Food/drink/tobacco specialists,3,2014,"2411,08918"
8,1,Beer,1,Food/drink/tobacco specialists,3,2015,"2514,830016"
9,1,Beer,1,Food/drink/tobacco specialists,3,2016,"2541,507631"
10,1,Beer,1,Food/drink/tobacco specialists,3,2017,"2693,28005"
11,1,Beer,1,Food/drink/tobacco specialists,3,2018,"2842,976953"
12,1,Beer,1,Food/drink/tobacco specialists,3,2019,"2992,020037"
13,1,Beer,1,Food/drink/tobacco specialists,3,2020,"3129,02332"
14,1,Beer,1,Food/drink/tobacco specialists,3,2021,"3230,097024"
15,2,Beer,1,Food/drink/tobacco specialists,3,2007,"1527,323946"
16,2,Beer,1,Food/drink/tobacco specialists,3,2008,"1560,079203"
17,2,Beer,1,Food/drink/tobacco specialists,3,2009,"1603,217792"
18,2,Beer,1,Food/drink/tobacco specialists,3,2010,"1623,818046"
19,2,Beer,1,Food/drink/tobacco specialists,3,2011,"1651,190297"
20,2,Beer,1,Food/drink/tobacco specialists,3,2012,"1687,361082"
21,2,Beer,1,Food/drink/tobacco specialists,3,2013,"1674,914394"
22,2,Beer,1,Food/drink/tobacco specialists,3,2014,"1628,408856"
23,2,Beer,1,Food/drink/tobacco specialists,3,2015,"1593,177076"
24,2,Beer,1,Food/drink/tobacco specialists,3,2016,"1511,083599"
25,2,Beer,1,Food/drink/tobacco specialists,3,2017,"1494,300042"
26,2,Beer,1,Food/drink/tobacco specialists,3,2018,"1482,403794"
27,2,Beer,1,Food/drink/tobacco specialists,3,2019,"1462,889904"
28,2,Beer,1,Food/drink/tobacco specialists,3,2020,"1475,318219"
29,2,Beer,1,Food/drink/tobacco specialists,3,2021,"1481,95942"
30,3,Beer,1,Food/drink/tobacco specialists,3,2007,"519,1570874"
31,3,Beer,1,Food/drink/tobacco specialists,3,2008,"498,6295535"
32,3,Beer,1,Food/drink/tobacco specialists,3,2009,"525,5636082"
33,3,Beer,1,Food/drink/tobacco specialists,3,2010,"673,0312344"
34,3,Beer,1,Food/drink/tobacco specialists,3,2011,"816,6885596"
35,3,Beer,1,Food/drink/tobacco specialists,3,2012,"908,3348745"
36,3,Beer,1,Food/drink/tobacco specialists,3,2013,"951,7625705"
37,3,Beer,1,Food/drink/tobacco specialists,3,2014,"954,5248795"
38,3,Beer,1,Food/drink/tobacco specialists,3,2015,"1041,447991"
39,3,Beer,1,Food/drink/tobacco specialists,3,2016,"1225,809768"
40,3,Beer,1,Food/drink/tobacco specialists,3,2017,"1272,608979"
41,3,Beer,1,Food/drink/tobacco specialists,3,2018,"1275,200171"
42,3,Beer,1,Food/drink/tobacco specialists,3,2019,"1245,600776"
43,3,Beer,1,Food/drink/tobacco specialists,3,2020,"1281,698565"
44,3,Beer,1,Food/drink/tobacco specialists,3,2021,"1314,849126"
45,4,Beer,1,Food/drink/tobacco specialists,3,2007,"2851,480547"
46,4,Beer,1,Food/drink/tobacco specialists,3,2008,"3012,87936"
47,4,Beer,1,Food/drink/tobacco specialists,3,2009,"3204,334693"
48,4,Beer,1,Food/drink/tobacco specialists,3,2010,"3432,131323"
49,4,Beer,1,Food/drink/tobacco specialists,3,2011,"3708,793219"
50,4,Beer,1,Food/drink/tobacco specialists,3,2012,"3690,16943"
51,4,Beer,1,Food/drink/tobacco specialists,3,2013,"3747,622542"
52,4,Beer,1,Food/drink/tobacco specialists,3,2014,"3705,497658"
53,4,Beer,1,Food/drink/tobacco specialists,3,2015,"3647,64655"
54,4,Beer,1,Food/drink/tobacco specialists,3,2016,"3712,059189"
55,4,Beer,1,Food/drink/tobacco specialists,3,2017,"3730,12338"
56,4,Beer,1,Food/drink/tobacco specialists,3,2018,"3811,532919"
57,4,Beer,1,Food/drink/tobacco specialists,3,2019,"3827,867144"
58,4,Beer,1,Food/drink/tobacco specialists,3,2020,"3477,529934"
59,4,Beer,1,Food/drink/tobacco specialists,3,2021,"3490,710758"
60,5,Beer,1,Food/drink/tobacco specialists,3,2007,"4468,82707"
61,5,Beer,1,Food/drink/tobacco specialists,3,2008,"4628,663923"
62,5,Beer,1,Food/drink/tobacco specialists,3,2009,"4895,915203"
63,5,Beer,1,Food/drink/tobacco specialists,3,2010,"5110,190402"
64,5,Beer,1,Food/drink/tobacco specialists,3,2011,"5235,445565"
65,5,Beer,1,Food/drink/tobacco specialists,3,2012,"5480,1969"
66,5,Beer,1,Food/drink/tobacco specialists,3,2013,"5627,01155"
67,5,Beer,1,Food/drink/tobacco specialists,3,2014,"5505,369141"
68,5,Beer,1,Food/drink/tobacco specialists,3,2015,"5646,076843"
69,5,Beer,1,Food/drink/tobacco specialists,3,2016,"5800,711599"
70,5,Beer,1,Food/drink/tobacco specialists,3,2017,"5894,056014"
71,5,Beer,1,Food/drink/tobacco specialists,3,2018,"6024,256409"
72,5,Beer,1,Food/drink/tobacco specialists,3,2019,"6183,858351"
73,5,Beer,1,Food/drink/tobacco specialists,3,2020,"6332,976954"
74,5,Beer,1,Food/drink/tobacco specialists,3,2021,"6467,912797"
75,6,Beer,1,Food/drink/tobacco specialists,3,2007,"5903,72651"
76,6,Beer,1,Food/drink/tobacco specialists,3,2008,"5939,87774"
77,6,Beer,1,Food/drink/tobacco specialists,3,2009,"5898,444737"
78,6,Beer,1,Food/drink/tobacco specialists,3,2010,"5979,117958"
79,6,Beer,1,Food/drink/tobacco specialists,3,2011,"6067,530078"
80,6,Beer,1,Food/drink/tobacco specialists,3,2012,"6275,056723"
81,6,Beer,1,Food/drink/tobacco specialists,3,2013,"6244,57015"
82,6,Beer,1,Food/drink/tobacco specialists,3,2014,"6221,842438"
83,6,Beer,1,Food/drink/tobacco specialists,3,2015,"5966,369128"
84,6,Beer,1,Food/drink/tobacco specialists,3,2016,"5739,119655"
85,6,Beer,1,Food/drink/tobacco specialists,3,2017,"5948,624348"
86,6,Beer,1,Food/drink/tobacco specialists,3,2018,"5893,162836"
87,6,Beer,1,Food/drink/tobacco specialists,3,2019,"5968,146404"
88,6,Beer,1,Food/drink/tobacco specialists,3,2020,"5947,176102"
89,6,Beer,1,Food/drink/tobacco specialists,3,2021,"6014,875688"
90,7,Beer,1,Food/drink/tobacco specialists,3,2007,"2920,166254"
91,7,Beer,1,Food/drink/tobacco specialists,3,2008,"2760,164216"
92,7,Beer,1,Food/drink/tobacco specialists,3,2009,"2753,55318"
93,7,Beer,1,Food/drink/tobacco specialists,3,2010,"2759,889528"
94,7,Beer,1,Food/drink/tobacco specialists,3,2011,"2629,618668"
95,7,Beer,1,Food/drink/tobacco specialists,3,2012,"2684,18017"
96,7,Beer,1,Food/drink/tobacco specialists,3,2013,"2680,082234"
97,7,Beer,1,Food/drink/tobacco specialists,3,2014,"2591,159867"
98,7,Beer,1,Food/drink/tobacco specialists,3,2015,"2582,964503"
99,7,Beer,1,Food/drink/tobacco specialists,3,2016,"2589,796559"
100,7,Beer,1,Food/drink/tobacco specialists,3,2017,"2531,792714"
101,7,Beer,1,Food/drink/tobacco specialists,3,2018,"2507,281391"
102,7,Beer,1,Food/drink/tobacco specialists,3,2019,"2428,319985"
103,7,Beer,1,Food/drink/tobacco specialists,3,2020,"2422,409227"
104,7,Beer,1,Food/drink/tobacco specialists,3,2021,"2415,957177"
105,1,Cider/Perry,1,Food/drink/tobacco specialists,3,2007,"1,490922408"
106,1,Cider/Perry,1,Food/drink/tobacco specialists,3,2008,"1,372390266"
107,1,Cider/Perry,1,Food/drink/tobacco specialists,3,2009,"1,315863411"
108,1,Cider/Perry,1,Food/drink/tobacco specialists,3,2010,"1,26964939"
109,1,Cider/Perry,1,Food/drink/tobacco specialists,3,2011,"1,252933261"
110,1,Cider/Perry,1,Food/drink/tobacco specialists,3,2012,"1,239903723"
111,1,Cider/Perry,1,Food/drink/tobacco specialists,3,2013,"1,243979009"
112,1,Cider/Perry,1,Food/drink/tobacco specialists,3,2014,"1,225845521"
113,1,Cider/Perry,1,Food/drink/tobacco specialists,3,2015,"1,225371781"
114,1,Cider/Perry,1,Food/drink/tobacco specialists,3,2016,"1,202578767"
115,1,Cider/Perry,1,Food/drink/tobacco specialists,3,2017,"1,333141344"
116,1,Cider/Perry,1,Food/drink/tobacco specialists,3,2018,"1,398380911"
117,1,Cider/Perry,1,Food/drink/tobacco specialists,3,2019,"1,473054979"
118,1,Cider/Perry,1,Food/drink/tobacco specialists,3,2020,"1,655613159"
119,1,Cider/Perry,1,Food/drink/tobacco specialists,3,2021,"1,799331458"
120,2,Cider/Perry,1,Food/drink/tobacco specialists,3,2007,"13,96896815"
121,2,Cider/Perry,1,Food/drink/tobacco specialists,3,2008,"14,09511555"
122,2,Cider/Perry,1,Food/drink/tobacco specialists,3,2009,"14,8670674"
123,2,Cider/Perry,1,Food/drink/tobacco specialists,3,2010,"15,75953766"
124,2,Cider/Perry,1,Food/drink/tobacco specialists,3,2011,"18,52082419"
125,2,Cider/Perry,1,Food/drink/tobacco specialists,3,2012,"22,3242736"
126,2,Cider/Perry,1,Food/drink/tobacco specialists,3,2013,"28,22874142"
127,2,Cider/Perry,1,Food/drink/tobacco specialists,3,2014,"36,11766111"
128,2,Cider/Perry,1,Food/drink/tobacco specialists,3,2015,"46,25140641"
129,2,Cider/Perry,1,Food/drink/tobacco specialists,3,2016,"60,76991041"
130,2,Cider/Perry,1,Food/drink/tobacco specialists,3,2017,"69,00662167"
131,2,Cider/Perry,1,Food/drink/tobacco specialists,3,2018,"79,41235689"
132,2,Cider/Perry,1,Food/drink/tobacco specialists,3,2019,"85,76700023"
133,2,Cider/Perry,1,Food/drink/tobacco specialists,3,2020,"93,90873386"
134,2,Cider/Perry,1,Food/drink/tobacco specialists,3,2021,"101,2606903"
135,3,Cider/Perry,1,Food/drink/tobacco specialists,3,2007,"0,115168162"
136,3,Cider/Perry,1,Food/drink/tobacco specialists,3,2008,"0,216561325"
137,3,Cider/Perry,1,Food/drink/tobacco specialists,3,2009,"0,332112551"
138,3,Cider/Perry,1,Food/drink/tobacco specialists,3,2010,"0,336176145"
139,3,Cider/Perry,1,Food/drink/tobacco specialists,3,2011,"0,3831917"
140,3,Cider/Perry,1,Food/drink/tobacco specialists,3,2012,"0,322094113"
141,3,Cider/Perry,1,Food/drink/tobacco specialists,3,2013,"0,31786322"
142,3,Cider/Perry,1,Food/drink/tobacco specialists,3,2014,"0,34613708"
143,3,Cider/Perry,1,Food/drink/tobacco specialists,3,2015,"0,510234851"
144,3,Cider/Perry,1,Food/drink/tobacco specialists,3,2016,"0,645851022"
145,3,Cider/Perry,1,Food/drink/tobacco specialists,3,2017,"0,93007877"
146,3,Cider/Perry,1,Food/drink/tobacco specialists,3,2018,"1,868641204"
147,3,Cider/Perry,1,Food/drink/tobacco specialists,3,2019,"2,914503195"
148,3,Cider/Perry,1,Food/drink/tobacco specialists,3,2020,"3,514904806"
149,3,Cider/Perry,1,Food/drink/tobacco specialists,3,2021,"4,081940425"
150,4,Cider/Perry,1,Food/drink/tobacco specialists,3,2007,"33,12375796"
151,4,Cider/Perry,1,Food/drink/tobacco specialists,3,2008,"34,9637253"
152,4,Cider/Perry,1,Food/drink/tobacco specialists,3,2009,"35,7151316"
153,4,Cider/Perry,1,Food/drink/tobacco specialists,3,2010,"36,79222469"
154,4,Cider/Perry,1,Food/drink/tobacco specialists,3,2011,"36,44605986"
155,4,Cider/Perry,1,Food/drink/tobacco specialists,3,2012,"36,6940342"
156,4,Cider/Perry,1,Food/drink/tobacco specialists,3,2013,"34,54225236"
157,4,Cider/Perry,1,Food/drink/tobacco specialists,3,2014,"36,21499518"
158,4,Cider/Perry,1,Food/drink/tobacco specialists,3,2015,"38,03450379"
159,4,Cider/Perry,1,Food/drink/tobacco specialists,3,2016,"39,64940422"
160,4,Cider/Perry,1,Food/drink/tobacco specialists,3,2017,"36,81560827"
161,4,Cider/Perry,1,Food/drink/tobacco specialists,3,2018,"37,27668779"
162,4,Cider/Perry,1,Food/drink/tobacco specialists,3,2019,"37,08754637"
163,4,Cider/Perry,1,Food/drink/tobacco specialists,3,2020,"35,00135821"
164,4,Cider/Perry,1,Food/drink/tobacco specialists,3,2021,"36,73501963"
165,5,Cider/Perry,1,Food/drink/tobacco specialists,3,2007,"79,89424996"
166,5,Cider/Perry,1,Food/drink/tobacco specialists,3,2008,"84,74106112"
167,5,Cider/Perry,1,Food/drink/tobacco specialists,3,2009,"94,01410103"
168,5,Cider/Perry,1,Food/drink/tobacco specialists,3,2010,"111,6539241"
169,5,Cider/Perry,1,Food/drink/tobacco specialists,3,2011,"126,4012325"
170,5,Cider/Perry,1,Food/drink/tobacco specialists,3,2012,"141,1456047"
171,5,Cider/Perry,1,Food/drink/tobacco specialists,3,2013,"153,8258269"
172,5,Cider/Perry,1,Food/drink/tobacco specialists,3,2014,"163,319167"
173,5,Cider/Perry,1,Food/drink/tobacco specialists,3,2015,"176,1681456"
174,5,Cider/Perry,1,Food/drink/tobacco specialists,3,2016,"194,4408819"
175,5,Cider/Perry,1,Food/drink/tobacco specialists,3,2017,"220,143954"
176,5,Cider/Perry,1,Food/drink/tobacco specialists,3,2018,"222,9694804"
177,5,Cider/Perry,1,Food/drink/tobacco specialists,3,2019,"237,1211276"
178,5,Cider/Perry,1,Food/drink/tobacco specialists,3,2020,"236,7708221"
179,5,Cider/Perry,1,Food/drink/tobacco specialists,3,2021,"248,488184"
180,6,Cider/Perry,1,Food/drink/tobacco specialists,3,2007,"18,62525589"
181,6,Cider/Perry,1,Food/drink/tobacco specialists,3,2008,"16,70411654"
182,6,Cider/Perry,1,Food/drink/tobacco specialists,3,2009,"17,24171963"
183,6,Cider/Perry,1,Food/drink/tobacco specialists,3,2010,"17,98292007"
184,6,Cider/Perry,1,Food/drink/tobacco specialists,3,2011,"19,01671244"
185,6,Cider/Perry,1,Food/drink/tobacco specialists,3,2012,"23,32403844"
186,6,Cider/Perry,1,Food/drink/tobacco specialists,3,2013,"25,4361587"
187,6,Cider/Perry,1,Food/drink/tobacco specialists,3,2014,"25,68104655"
188,6,Cider/Perry,1,Food/drink/tobacco specialists,3,2015,"27,73169062"
189,6,Cider/Perry,1,Food/drink/tobacco specialists,3,2016,"33,0582045"
190,6,Cider/Perry,1,Food/drink/tobacco specialists,3,2017,"48,13833717"
191,6,Cider/Perry,1,Food/drink/tobacco specialists,3,2018,"72,57048446"
192,6,Cider/Perry,1,Food/drink/tobacco specialists,3,2019,"82,23752482"
193,6,Cider/Perry,1,Food/drink/tobacco specialists,3,2020,"81,20460599"
194,6,Cider/Perry,1,Food/drink/tobacco specialists,3,2021,"88,61202909"
195,7,Cider/Perry,1,Food/drink/tobacco specialists,3,2007,"71,20323986"
196,7,Cider/Perry,1,Food/drink/tobacco specialists,3,2008,"67,61532172"
197,7,Cider/Perry,1,Food/drink/tobacco specialists,3,2009,"70,80931102"
198,7,Cider/Perry,1,Food/drink/tobacco specialists,3,2010,"80,3034973"
199,7,Cider/Perry,1,Food/drink/tobacco specialists,3,2011,"84,23641852"
200,7,Cider/Perry,1,Food/drink/tobacco specialists,3,2012,"90,63382355"
201,7,Cider/Perry,1,Food/drink/tobacco specialists,3,2013,"100,6699891"
202,7,Cider/Perry,1,Food/drink/tobacco specialists,3,2014,"103,2953359"
203,7,Cider/Perry,1,Food/drink/tobacco specialists,3,2015,"100,8653547"
204,7,Cider/Perry,1,Food/drink/tobacco specialists,3,2016,"99,51709802"
205,7,Cider/Perry,1,Food/drink/tobacco specialists,3,2017,"101,45775"
206,7,Cider/Perry,1,Food/drink/tobacco specialists,3,2018,"99,42003792"
207,7,Cider/Perry,1,Food/drink/tobacco specialists,3,2019,"95,11454702"
208,7,Cider/Perry,1,Food/drink/tobacco specialists,3,2020,"95,19256991"
209,7,Cider/Perry,1,Food/drink/tobacco specialists,3,2021,"94,77403893"
210,1,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2007,"80,24486513"
211,1,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2008,"83,29677677"
212,1,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2009,"84,74047021"
213,1,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2010,"82,74837861"
214,1,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2011,"77,95608971"
215,1,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2012,"76,73253568"
216,1,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2013,"79,2197766"
217,1,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2014,"81,81161493"
218,1,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2015,"83,17301718"
219,1,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2016,"85,96420936"
220,1,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2017,"91,90881081"
221,1,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2018,"98,38027011"
222,1,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2019,"104,5180515"
223,1,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2020,"113,407173"
224,1,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2021,"120,8399538"
225,2,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2007,"244,8519519"
226,2,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2008,"277,8670666"
227,2,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2009,"308,4264083"
228,2,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2010,"337,1305895"
229,2,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2011,"370,0673063"
230,2,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2012,"319,8437033"
231,2,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2013,"283,8856956"
232,2,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2014,"278,6618594"
233,2,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2015,"277,5848359"
234,2,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2016,"276,0953961"
235,2,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2017,"262,9939901"
236,2,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2018,"249,5365794"
237,2,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2019,"240,1242913"
238,2,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2020,"233,6962809"
239,2,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2021,"227,8148361"
240,3,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2007,"20,7376704"
241,3,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2008,"24,57296779"
242,3,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2009,"25,35283403"
243,3,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2010,"26,37670293"
244,3,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2011,"19,78462206"
245,3,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2012,"23,82618322"
246,3,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2013,"20,25798662"
247,3,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2014,"19,31507254"
248,3,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2015,"25,46114169"
249,3,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2016,"21,85491655"
250,3,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2017,"20,38575986"
251,3,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2018,"18,29863195"
252,3,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2019,"14,3962532"
253,3,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2020,"10,22366126"
254,3,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2021,"8,273558091"
255,4,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2007,"30,62297117"
256,4,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2008,"31,58840458"
257,4,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2009,"33,40398465"
258,4,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2010,"37,73600305"
259,4,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2011,"39,69267218"
260,4,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2012,"40,633864"
261,4,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2013,"39,6495869"
262,4,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2014,"38,63934009"
263,4,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2015,"42,26397007"
264,4,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2016,"41,91476941"
265,4,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2017,"45,39895696"
266,4,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2018,"46,43984955"
267,4,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2019,"48,38581511"
268,4,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2020,"46,56319937"
269,4,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2021,"53,28039315"
270,5,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2007,"113,0527292"
271,5,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2008,"120,3622755"
272,5,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2009,"132,4802705"
273,5,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2010,"125,0044188"
274,5,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2011,"142,8203854"
275,5,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2012,"143,1062928"
276,5,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2013,"137,6459745"
277,5,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2014,"134,3473279"
278,5,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2015,"116,6378851"
279,5,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2016,"108,1106279"
280,5,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2017,"87,07795066"
281,5,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2018,"104,635978"
282,5,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2019,"118,9651498"
283,5,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2020,"136,8357702"
284,5,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2021,"148,4629399"
285,6,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2007,"265,7638349"
286,6,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2008,"252,2058888"
287,6,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2009,"248,9132794"
288,6,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2010,"247,5195016"
289,6,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2011,"237,4304278"
290,6,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2012,"232,0967094"
291,6,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2013,"223,6239832"
292,6,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2014,"231,8777128"
293,6,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2015,"238,5056572"
294,6,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2016,"263,4476315"
295,6,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2017,"292,4418839"
296,6,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2018,"296,6264978"
297,6,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2019,"293,9217151"
298,6,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2020,"312,1269045"
299,6,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2021,"329,6114479"
300,7,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2007,"74,03235393"
301,7,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2008,"70,25570166"
302,7,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2009,"58,13637269"
303,7,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2010,"56,05918642"
304,7,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2011,"54,34707005"
305,7,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2012,"52,49154174"
306,7,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2013,"52,73445995"
307,7,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2014,"54,87052528"
308,7,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2015,"57,75652602"
309,7,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2016,"57,5294513"
310,7,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2017,"59,86989818"
311,7,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2018,"61,30268288"
312,7,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2019,"59,88496458"
313,7,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2020,"57,27719494"
314,7,RTDs/High-Strength Premixes,1,Food/drink/tobacco specialists,3,2021,"54,69074493"
315,1,Spirits,1,Food/drink/tobacco specialists,3,2007,"1904,934215"
316,1,Spirits,1,Food/drink/tobacco specialists,3,2008,"1976,387398"
317,1,Spirits,1,Food/drink/tobacco specialists,3,2009,"2058,68635"
318,1,Spirits,1,Food/drink/tobacco specialists,3,2010,"2143,300396"
319,1,Spirits,1,Food/drink/tobacco specialists,3,2011,"2270,774444"
320,1,Spirits,1,Food/drink/tobacco specialists,3,2012,"2446,202358"
321,1,Spirits,1,Food/drink/tobacco specialists,3,2013,"2654,0542"
322,1,Spirits,1,Food/drink/tobacco specialists,3,2014,"2865,782382"
323,1,Spirits,1,Food/drink/tobacco specialists,3,2015,"3121,620204"
324,1,Spirits,1,Food/drink/tobacco specialists,3,2016,"3303,633261"
325,1,Spirits,1,Food/drink/tobacco specialists,3,2017,"3401,141861"
326,1,Spirits,1,Food/drink/tobacco specialists,3,2018,"3508,982087"
327,1,Spirits,1,Food/drink/tobacco specialists,3,2019,"3509,489142"
328,1,Spirits,1,Food/drink/tobacco specialists,3,2020,"3568,83049"
329,1,Spirits,1,Food/drink/tobacco specialists,3,2021,"3634,801899"
330,2,Spirits,1,Food/drink/tobacco specialists,3,2007,"49,5935048"
331,2,Spirits,1,Food/drink/tobacco specialists,3,2008,"50,16928815"
332,2,Spirits,1,Food/drink/tobacco specialists,3,2009,"50,29701508"
333,2,Spirits,1,Food/drink/tobacco specialists,3,2010,"51,27836713"
