,Location,Category,Hierarchy_Level,Outlet,Outlet_Hierarchy,Year,Volume_mnl
2120,7,Beer,1,Other Grocery Retailers,3,2013,"237,567344"
2121,7,Beer,1,Other Grocery Retailers,3,2014,"238,3130419"
2122,7,Beer,1,Other Grocery Retailers,3,2015,"235,7881704"
2123,7,Beer,1,Other Grocery Retailers,3,2016,"234,2001237"
2124,7,Beer,1,Other Grocery Retailers,3,2017,"228,0603171"
2125,7,Beer,1,Other Grocery Retailers,3,2018,"224,1549997"
2126,7,Beer,1,Other Grocery Retailers,3,2019,"224,6598554"
2127,7,Beer,1,Other Grocery Retailers,3,2020,"222,1009716"
2128,7,Beer,1,Other Grocery Retailers,3,2021,"219,7403424"
2129,1,Cider/Perry,1,Other Grocery Retailers,3,2007,"6,63E-08"
2130,1,Cider/Perry,1,Other Grocery Retailers,3,2008,"6,68E-09"
2131,1,Cider/Perry,1,Other Grocery Retailers,3,2009,"1,00E-08"
2132,1,Cider/Perry,1,Other Grocery Retailers,3,2010,"5,36E-09"
2133,1,Cider/Perry,1,Other Grocery Retailers,3,2011,"6,75E-10"
2134,1,Cider/Perry,1,Other Grocery Retailers,3,2012,"1,08E-07"
2135,1,Cider/Perry,1,Other Grocery Retailers,3,2013,"1,80E-07"
2136,1,Cider/Perry,1,Other Grocery Retailers,3,2014,"5,28E-08"
2137,1,Cider/Perry,1,Other Grocery Retailers,3,2015,"2,54E-07"
2138,1,Cider/Perry,1,Other Grocery Retailers,3,2016,"8,29E-06"
2139,1,Cider/Perry,1,Other Grocery Retailers,3,2017,"8,54E-05"
2140,1,Cider/Perry,1,Other Grocery Retailers,3,2018,"6,28E-08"
2141,1,Cider/Perry,1,Other Grocery Retailers,3,2019,"2,19E-06"
2142,1,Cider/Perry,1,Other Grocery Retailers,3,2020,"0,00095071"
2143,1,Cider/Perry,1,Other Grocery Retailers,3,2021,"0,001032465"
2144,2,Cider/Perry,1,Other Grocery Retailers,3,2020,"0,132514289"
2145,2,Cider/Perry,1,Other Grocery Retailers,3,2021,"0,205874225"
2146,3,Cider/Perry,1,Other Grocery Retailers,3,2007,"0,130133614"
2147,3,Cider/Perry,1,Other Grocery Retailers,3,2008,"0,227592787"
2148,3,Cider/Perry,1,Other Grocery Retailers,3,2009,"0,576927512"
2149,3,Cider/Perry,1,Other Grocery Retailers,3,2010,"0,755940362"
2150,3,Cider/Perry,1,Other Grocery Retailers,3,2011,"0,752370291"
2151,3,Cider/Perry,1,Other Grocery Retailers,3,2012,"0,371217394"
2152,3,Cider/Perry,1,Other Grocery Retailers,3,2013,"0,388490396"
2153,3,Cider/Perry,1,Other Grocery Retailers,3,2014,"1,54728952"
2154,3,Cider/Perry,1,Other Grocery Retailers,3,2015,"3,175032276"
2155,3,Cider/Perry,1,Other Grocery Retailers,3,2016,"2,570070793"
2156,3,Cider/Perry,1,Other Grocery Retailers,3,2017,"3,090415132"
2157,3,Cider/Perry,1,Other Grocery Retailers,3,2018,"3,875167276"
2158,3,Cider/Perry,1,Other Grocery Retailers,3,2019,"5,389057083"
2159,3,Cider/Perry,1,Other Grocery Retailers,3,2020,"7,026601614"
2160,3,Cider/Perry,1,Other Grocery Retailers,3,2021,"6,199557626"
2161,4,Cider/Perry,1,Other Grocery Retailers,3,2007,"2,58940821"
2162,4,Cider/Perry,1,Other Grocery Retailers,3,2008,"2,712334809"
2163,4,Cider/Perry,1,Other Grocery Retailers,3,2009,"2,87491492"
2164,4,Cider/Perry,1,Other Grocery Retailers,3,2010,"3,00317619"
2165,4,Cider/Perry,1,Other Grocery Retailers,3,2011,"3,351543757"
2166,4,Cider/Perry,1,Other Grocery Retailers,3,2012,"3,480081682"
2167,4,Cider/Perry,1,Other Grocery Retailers,3,2013,"3,634304864"
2168,4,Cider/Perry,1,Other Grocery Retailers,3,2014,"3,670707577"
2169,4,Cider/Perry,1,Other Grocery Retailers,3,2015,"3,862749335"
2170,4,Cider/Perry,1,Other Grocery Retailers,3,2016,"3,969708211"
2171,4,Cider/Perry,1,Other Grocery Retailers,3,2017,"3,74815347"
2172,4,Cider/Perry,1,Other Grocery Retailers,3,2018,"3,780032136"
2173,4,Cider/Perry,1,Other Grocery Retailers,3,2019,"3,798938755"
2174,4,Cider/Perry,1,Other Grocery Retailers,3,2020,"3,782673387"
2175,4,Cider/Perry,1,Other Grocery Retailers,3,2021,"3,855657896"
2176,5,Cider/Perry,1,Other Grocery Retailers,3,2007,"5,334188357"
2177,5,Cider/Perry,1,Other Grocery Retailers,3,2008,"4,988193138"
2178,5,Cider/Perry,1,Other Grocery Retailers,3,2009,"4,824642775"
2179,5,Cider/Perry,1,Other Grocery Retailers,3,2010,"4,67422187"
2180,5,Cider/Perry,1,Other Grocery Retailers,3,2011,"4,271553141"
2181,5,Cider/Perry,1,Other Grocery Retailers,3,2012,"4,250346889"
2182,5,Cider/Perry,1,Other Grocery Retailers,3,2013,"5,045862463"
2183,5,Cider/Perry,1,Other Grocery Retailers,3,2014,"5,460416558"
2184,5,Cider/Perry,1,Other Grocery Retailers,3,2015,"6,1342283"
2185,5,Cider/Perry,1,Other Grocery Retailers,3,2016,"5,737669964"
2186,5,Cider/Perry,1,Other Grocery Retailers,3,2017,"5,566600536"
2187,5,Cider/Perry,1,Other Grocery Retailers,3,2018,"5,633439303"
2188,5,Cider/Perry,1,Other Grocery Retailers,3,2019,"5,643024612"
2189,5,Cider/Perry,1,Other Grocery Retailers,3,2020,"5,855017258"
2190,5,Cider/Perry,1,Other Grocery Retailers,3,2021,"5,995647223"
2191,6,Cider/Perry,1,Other Grocery Retailers,3,2007,"0,952143652"
2192,6,Cider/Perry,1,Other Grocery Retailers,3,2008,"0,98055515"
2193,6,Cider/Perry,1,Other Grocery Retailers,3,2009,"1,050199735"
2194,6,Cider/Perry,1,Other Grocery Retailers,3,2010,"1,041382094"
2195,6,Cider/Perry,1,Other Grocery Retailers,3,2011,"1,064094908"
2196,6,Cider/Perry,1,Other Grocery Retailers,3,2012,"0,85968608"
2197,6,Cider/Perry,1,Other Grocery Retailers,3,2013,"0,821713485"
2198,6,Cider/Perry,1,Other Grocery Retailers,3,2014,"0,868585791"
2199,6,Cider/Perry,1,Other Grocery Retailers,3,2015,"1,005323818"
2200,6,Cider/Perry,1,Other Grocery Retailers,3,2016,"1,610193651"
2201,6,Cider/Perry,1,Other Grocery Retailers,3,2017,"2,870314625"
2202,6,Cider/Perry,1,Other Grocery Retailers,3,2018,"4,757601587"
2203,6,Cider/Perry,1,Other Grocery Retailers,3,2019,"5,044879474"
2204,6,Cider/Perry,1,Other Grocery Retailers,3,2020,"4,697764077"
2205,6,Cider/Perry,1,Other Grocery Retailers,3,2021,"4,487625446"
2206,7,Cider/Perry,1,Other Grocery Retailers,3,2007,"7,357640803"
2207,7,Cider/Perry,1,Other Grocery Retailers,3,2008,"7,636983926"
2208,7,Cider/Perry,1,Other Grocery Retailers,3,2009,"8,618878096"
2209,7,Cider/Perry,1,Other Grocery Retailers,3,2010,"8,835195985"
2210,7,Cider/Perry,1,Other Grocery Retailers,3,2011,"9,296205725"
2211,7,Cider/Perry,1,Other Grocery Retailers,3,2012,"8,932850297"
2212,7,Cider/Perry,1,Other Grocery Retailers,3,2013,"8,768050046"
2213,7,Cider/Perry,1,Other Grocery Retailers,3,2014,"8,479642713"
2214,7,Cider/Perry,1,Other Grocery Retailers,3,2015,"8,262321959"
2215,7,Cider/Perry,1,Other Grocery Retailers,3,2016,"7,983015312"
2216,7,Cider/Perry,1,Other Grocery Retailers,3,2017,"8,019924795"
2217,7,Cider/Perry,1,Other Grocery Retailers,3,2018,"8,134857603"
2218,7,Cider/Perry,1,Other Grocery Retailers,3,2019,"8,166999236"
2219,7,Cider/Perry,1,Other Grocery Retailers,3,2020,"8,023258178"
2220,7,Cider/Perry,1,Other Grocery Retailers,3,2021,"7,81704673"
2221,1,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2007,"0,112516954"
2222,1,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2008,"0,28860837"
2223,1,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2009,"0,151419456"
2224,1,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2010,"1,204975251"
2225,1,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2011,"1,121389399"
2226,1,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2012,"1,081779779"
2227,1,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2013,"1,301793786"
2228,1,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2014,"1,45601602"
2229,1,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2015,"1,461806247"
2230,1,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2016,"1,453139573"
2231,1,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2017,"1,375937221"
2232,1,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2018,"1,391686474"
2233,1,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2019,"1,324862697"
2234,1,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2020,"1,309909139"
2235,1,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2021,"7,449959267"
2236,3,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2007,"165,5116396"
2237,3,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2008,"187,7157067"
2238,3,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2009,"200,5829968"
2239,3,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2010,"216,6595615"
2240,3,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2011,"143,0995359"
2241,3,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2012,"168,4689431"
2242,3,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2013,"125,7208039"
2243,3,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2014,"113,6597739"
2244,3,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2015,"103,4105446"
2245,3,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2016,"74,3992926"
2246,3,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2017,"58,65455738"
2247,3,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2018,"49,63669403"
2248,3,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2019,"36,23352462"
2249,3,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2020,"23,74872847"
2250,3,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2021,"16,71113865"
2251,4,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2007,"3,675458617"
2252,4,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2008,"4,594764619"
2253,4,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2009,"4,396064979"
2254,4,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2010,"4,652786793"
2255,4,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2011,"3,883077077"
2256,4,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2012,"3,963059109"
2257,4,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2013,"3,942088429"
2258,4,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2014,"4,254932023"
2259,4,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2015,"4,185663466"
2260,4,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2016,"4,517824584"
2261,4,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2017,"4,695757372"
2262,4,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2018,"5,399697628"
2263,4,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2019,"7,555012947"
2264,4,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2020,"7,460343874"
2265,4,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2021,"6,699029612"
2266,5,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2007,"9,120814066"
2267,5,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2008,"9,04951483"
2268,5,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2009,"9,517317753"
2269,5,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2010,"10,58005828"
2270,5,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2011,"10,59277861"
2271,5,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2012,"11,27423196"
2272,5,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2013,"13,69570504"
2273,5,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2014,"14,8370034"
2274,5,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2015,"19,36006202"
2275,5,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2016,"20,06424601"
2276,5,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2017,"22,26309672"
2277,5,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2018,"24,33139758"
2278,5,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2019,"18,29613968"
2279,5,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2020,"17,7762434"
2280,5,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2021,"19,10340824"
2281,6,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2007,"13,78867944"
2282,6,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2008,"13,64399128"
2283,6,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2009,"15,22172236"
2284,6,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2010,"17,3666759"
2285,6,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2011,"17,89944815"
2286,6,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2012,"17,38111198"
2287,6,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2013,"18,079458"
2288,6,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2014,"14,07518137"
2289,6,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2015,"9,896970018"
2290,6,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2016,"11,7916999"
2291,6,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2017,"13,68247229"
2292,6,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2018,"12,5023942"
2293,6,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2019,"12,03816434"
2294,6,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2020,"12,01228766"
2295,6,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2021,"12,22671356"
2296,7,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2007,"5,088598649"
2297,7,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2008,"4,927412105"
2298,7,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2009,"4,050475325"
2299,7,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2010,"3,788743573"
2300,7,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2011,"3,39088665"
2301,7,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2012,"3,399077348"
2302,7,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2013,"3,773332337"
2303,7,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2014,"4,001820105"
2304,7,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2015,"4,08791614"
2305,7,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2016,"3,943638069"
2306,7,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2017,"3,679015423"
2307,7,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2018,"3,640191534"
2308,7,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2019,"3,55567503"
2309,7,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2020,"3,644501645"
2310,7,RTDs/High-Strength Premixes,1,Other Grocery Retailers,3,2021,"4,005133794"
2311,1,Spirits,1,Other Grocery Retailers,3,2007,"488,1892238"
2312,1,Spirits,1,Other Grocery Retailers,3,2008,"458,8866114"
2313,1,Spirits,1,Other Grocery Retailers,3,2009,"428,6444346"
2314,1,Spirits,1,Other Grocery Retailers,3,2010,"409,1970104"
2315,1,Spirits,1,Other Grocery Retailers,3,2011,"412,7647767"
2316,1,Spirits,1,Other Grocery Retailers,3,2012,"386,0618585"
2317,1,Spirits,1,Other Grocery Retailers,3,2013,"374,1871085"
2318,1,Spirits,1,Other Grocery Retailers,3,2014,"341,9073803"
2319,1,Spirits,1,Other Grocery Retailers,3,2015,"321,4626536"
2320,1,Spirits,1,Other Grocery Retailers,3,2016,"370,5103316"
2321,1,Spirits,1,Other Grocery Retailers,3,2017,"292,337014"
2322,1,Spirits,1,Other Grocery Retailers,3,2018,"302,2182293"
2323,1,Spirits,1,Other Grocery Retailers,3,2019,"291,9167647"
2324,1,Spirits,1,Other Grocery Retailers,3,2020,"297,0063446"
2325,1,Spirits,1,Other Grocery Retailers,3,2021,"296,2998968"
2326,3,Spirits,1,Other Grocery Retailers,3,2007,"55,51013372"
2327,3,Spirits,1,Other Grocery Retailers,3,2008,"57,38878468"
2328,3,Spirits,1,Other Grocery Retailers,3,2009,"59,4053149"
2329,3,Spirits,1,Other Grocery Retailers,3,2010,"62,28152581"
2330,3,Spirits,1,Other Grocery Retailers,3,2011,"67,59559833"
2331,3,Spirits,1,Other Grocery Retailers,3,2012,"74,62565278"
2332,3,Spirits,1,Other Grocery Retailers,3,2013,"67,75448192"
2333,3,Spirits,1,Other Grocery Retailers,3,2014,"67,28248069"
2334,3,Spirits,1,Other Grocery Retailers,3,2015,"67,08701206"
2335,3,Spirits,1,Other Grocery Retailers,3,2016,"59,22330018"
2336,3,Spirits,1,Other Grocery Retailers,3,2017,"39,8921668"
2337,3,Spirits,1,Other Grocery Retailers,3,2018,"32,76755082"
2338,3,Spirits,1,Other Grocery Retailers,3,2019,"25,27059347"
2339,3,Spirits,1,Other Grocery Retailers,3,2020,"21,26187548"
2340,3,Spirits,1,Other Grocery Retailers,3,2021,"19,16619995"
2341,4,Spirits,1,Other Grocery Retailers,3,2007,"25,88640652"
2342,4,Spirits,1,Other Grocery Retailers,3,2008,"26,65677648"
2343,4,Spirits,1,Other Grocery Retailers,3,2009,"31,78495908"
2344,4,Spirits,1,Other Grocery Retailers,3,2010,"33,91203132"
2345,4,Spirits,1,Other Grocery Retailers,3,2011,"33,64982049"
2346,4,Spirits,1,Other Grocery Retailers,3,2012,"36,37628871"
2347,4,Spirits,1,Other Grocery Retailers,3,2013,"33,92462317"
2348,4,Spirits,1,Other Grocery Retailers,3,2014,"32,97041808"
2349,4,Spirits,1,Other Grocery Retailers,3,2015,"31,61041017"
2350,4,Spirits,1,Other Grocery Retailers,3,2016,"31,3253402"
2351,4,Spirits,1,Other Grocery Retailers,3,2017,"29,33363928"
2352,4,Spirits,1,Other Grocery Retailers,3,2018,"26,87879206"
2353,4,Spirits,1,Other Grocery Retailers,3,2019,"26,51435702"
2354,4,Spirits,1,Other Grocery Retailers,3,2020,"25,64777361"
2355,4,Spirits,1,Other Grocery Retailers,3,2021,"25,38083362"
2356,5,Spirits,1,Other Grocery Retailers,3,2007,"33,46340854"
2357,5,Spirits,1,Other Grocery Retailers,3,2008,"31,84454723"
2358,5,Spirits,1,Other Grocery Retailers,3,2009,"31,19709319"
2359,5,Spirits,1,Other Grocery Retailers,3,2010,"31,73254245"
2360,5,Spirits,1,Other Grocery Retailers,3,2011,"29,87194141"
2361,5,Spirits,1,Other Grocery Retailers,3,2012,"29,84449746"
2362,5,Spirits,1,Other Grocery Retailers,3,2013,"34,53303436"
2363,5,Spirits,1,Other Grocery Retailers,3,2014,"37,28778765"
2364,5,Spirits,1,Other Grocery Retailers,3,2015,"41,57616432"
2365,5,Spirits,1,Other Grocery Retailers,3,2016,"44,40862373"
2366,5,Spirits,1,Other Grocery Retailers,3,2017,"46,16207649"
2367,5,Spirits,1,Other Grocery Retailers,3,2018,"49,01507402"
2368,5,Spirits,1,Other Grocery Retailers,3,2019,"52,91620867"
2369,5,Spirits,1,Other Grocery Retailers,3,2020,"56,00227799"
2370,5,Spirits,1,Other Grocery Retailers,3,2021,"59,93187075"
2371,6,Spirits,1,Other Grocery Retailers,3,2007,"13,82895254"
2372,6,Spirits,1,Other Grocery Retailers,3,2008,"13,53445588"
2373,6,Spirits,1,Other Grocery Retailers,3,2009,"13,47094044"
2374,6,Spirits,1,Other Grocery Retailers,3,2010,"12,85493272"
2375,6,Spirits,1,Other Grocery Retailers,3,2011,"13,27910114"
2376,6,Spirits,1,Other Grocery Retailers,3,2012,"10,92934408"
2377,6,Spirits,1,Other Grocery Retailers,3,2013,"10,98760586"
2378,6,Spirits,1,Other Grocery Retailers,3,2014,"10,50524132"
2379,6,Spirits,1,Other Grocery Retailers,3,2015,"10,55909094"
2380,6,Spirits,1,Other Grocery Retailers,3,2016,"10,60414586"
2381,6,Spirits,1,Other Grocery Retailers,3,2017,"10,98433085"
2382,6,Spirits,1,Other Grocery Retailers,3,2018,"11,08794767"
2383,6,Spirits,1,Other Grocery Retailers,3,2019,"11,60929575"
2384,6,Spirits,1,Other Grocery Retailers,3,2020,"12,23131533"
2385,6,Spirits,1,Other Grocery Retailers,3,2021,"12,96235696"
2386,7,Spirits,1,Other Grocery Retailers,3,2007,"24,86353036"
2387,7,Spirits,1,Other Grocery Retailers,3,2008,"22,83771407"
2388,7,Spirits,1,Other Grocery Retailers,3,2009,"24,31652553"
2389,7,Spirits,1,Other Grocery Retailers,3,2010,"25,72862325"
2390,7,Spirits,1,Other Grocery Retailers,3,2011,"25,49667803"
2391,7,Spirits,1,Other Grocery Retailers,3,2012,"22,62028758"
2392,7,Spirits,1,Other Grocery Retailers,3,2013,"22,59464248"
2393,7,Spirits,1,Other Grocery Retailers,3,2014,"22,68230236"
2394,7,Spirits,1,Other Grocery Retailers,3,2015,"21,14089821"
2395,7,Spirits,1,Other Grocery Retailers,3,2016,"19,24653423"
2396,7,Spirits,1,Other Grocery Retailers,3,2017,"18,31300593"
2397,7,Spirits,1,Other Grocery Retailers,3,2018,"18,01958347"
2398,7,Spirits,1,Other Grocery Retailers,3,2019,"17,26592637"
2399,7,Spirits,1,Other Grocery Retailers,3,2020,"15,56706579"
2400,7,Spirits,1,Other Grocery Retailers,3,2021,"14,05156472"
2401,1,Wine,1,Other Grocery Retailers,3,2007,"63,09122099"
2402,1,Wine,1,Other Grocery Retailers,3,2008,"59,64796485"
2403,1,Wine,1,Other Grocery Retailers,3,2009,"59,9528338"
2404,1,Wine,1,Other Grocery Retailers,3,2010,"61,82294604"
2405,1,Wine,1,Other Grocery Retailers,3,2011,"62,03821042"
2406,1,Wine,1,Other Grocery Retailers,3,2012,"60,07490717"
2407,1,Wine,1,Other Grocery Retailers,3,2013,"64,06445429"
2408,1,Wine,1,Other Grocery Retailers,3,2014,"69,63453007"
2409,1,Wine,1,Other Grocery Retailers,3,2015,"73,53898651"
2410,1,Wine,1,Other Grocery Retailers,3,2016,"79,58050031"
2411,1,Wine,1,Other Grocery Retailers,3,2017,"83,63924164"
2412,1,Wine,1,Other Grocery Retailers,3,2018,"82,62373636"
2413,1,Wine,1,Other Grocery Retailers,3,2019,"81,0735686"
2414,1,Wine,1,Other Grocery Retailers,3,2020,"77,90204188"
2415,1,Wine,1,Other Grocery Retailers,3,2021,"73,91053736"
2416,2,Wine,1,Other Grocery Retailers,3,2021,"0,751731357"
2417,3,Wine,1,Other Grocery Retailers,3,2007,"182,0784618"
2418,3,Wine,1,Other Grocery Retailers,3,2008,"189,5148368"
2419,3,Wine,1,Other Grocery Retailers,3,2009,"184,3384811"
2420,3,Wine,1,Other Grocery Retailers,3,2010,"197,7113253"
2421,3,Wine,1,Other Grocery Retailers,3,2011,"215,8172138"
2422,3,Wine,1,Other Grocery Retailers,3,2012,"225,938967"
2423,3,Wine,1,Other Grocery Retailers,3,2013,"227,0205576"
2424,3,Wine,1,Other Grocery Retailers,3,2014,"228,2455789"
2425,3,Wine,1,Other Grocery Retailers,3,2015,"196,5293141"
2426,3,Wine,1,Other Grocery Retailers,3,2016,"156,0609594"
2427,3,Wine,1,Other Grocery Retailers,3,2017,"142,275109"
2428,3,Wine,1,Other Grocery Retailers,3,2018,"123,1247062"
2429,3,Wine,1,Other Grocery Retailers,3,2019,"101,9087768"
2430,3,Wine,1,Other Grocery Retailers,3,2020,"90,60144271"
2431,3,Wine,1,Other Grocery Retailers,3,2021,"84,9020225"
2432,4,Wine,1,Other Grocery Retailers,3,2007,"55,97646586"
2433,4,Wine,1,Other Grocery Retailers,3,2008,"45,50382141"
2434,4,Wine,1,Other Grocery Retailers,3,2009,"46,33953677"
2435,4,Wine,1,Other Grocery Retailers,3,2010,"44,68366123"
2436,4,Wine,1,Other Grocery Retailers,3,2011,"40,7113015"
2437,4,Wine,1,Other Grocery Retailers,3,2012,"37,94728391"
2438,4,Wine,1,Other Grocery Retailers,3,2013,"36,30808546"
2439,4,Wine,1,Other Grocery Retailers,3,2014,"33,78251262"
2440,4,Wine,1,Other Grocery Retailers,3,2015,"31,83551685"
2441,4,Wine,1,Other Grocery Retailers,3,2016,"29,77584306"
2442,4,Wine,1,Other Grocery Retailers,3,2017,"28,32046731"
2443,4,Wine,1,Other Grocery Retailers,3,2018,"26,37281694"
2444,4,Wine,1,Other Grocery Retailers,3,2019,"26,83991585"
2445,4,Wine,1,Other Grocery Retailers,3,2020,"22,33008035"
2446,4,Wine,1,Other Grocery Retailers,3,2021,"21,68423237"
2447,5,Wine,1,Other Grocery Retailers,3,2007,"46,40552611"
2448,5,Wine,1,Other Grocery Retailers,3,2008,"44,74323732"
2449,5,Wine,1,Other Grocery Retailers,3,2009,"45,89155539"
2450,5,Wine,1,Other Grocery Retailers,3,2010,"48,85457281"
2451,5,Wine,1,Other Grocery Retailers,3,2011,"48,38684197"
2452,5,Wine,1,Other Grocery Retailers,3,2012,"50,87647872"
2453,5,Wine,1,Other Grocery Retailers,3,2013,"60,77047782"
2454,5,Wine,1,Other Grocery Retailers,3,2014,"69,10964732"
2455,5,Wine,1,Other Grocery Retailers,3,2015,"83,43371809"
2456,5,Wine,1,Other Grocery Retailers,3,2016,"86,57348852"
2457,5,Wine,1,Other Grocery Retailers,3,2017,"91,18631828"
2458,5,Wine,1,Other Grocery Retailers,3,2018,"97,01037498"
2459,5,Wine,1,Other Grocery Retailers,3,2019,"103,7372209"
2460,5,Wine,1,Other Grocery Retailers,3,2020,"111,5877283"
2461,5,Wine,1,Other Grocery Retailers,3,2021,"119,4082827"
2462,6,Wine,1,Other Grocery Retailers,3,2007,"0,906355323"
2463,6,Wine,1,Other Grocery Retailers,3,2008,"1,022582014"
2464,6,Wine,1,Other Grocery Retailers,3,2009,"1,113756514"
2465,6,Wine,1,Other Grocery Retailers,3,2010,"1,204730971"
2466,6,Wine,1,Other Grocery Retailers,3,2011,"1,45834491"
2467,6,Wine,1,Other Grocery Retailers,3,2012,"1,45904761"
2468,6,Wine,1,Other Grocery Retailers,3,2013,"1,442565503"
2469,6,Wine,1,Other Grocery Retailers,3,2014,"1,524876328"
2470,6,Wine,1,Other Grocery Retailers,3,2015,"1,60102772"
2471,6,Wine,1,Other Grocery Retailers,3,2016,"1,700798485"
2472,6,Wine,1,Other Grocery Retailers,3,2017,"1,81496534"
2473,6,Wine,1,Other Grocery Retailers,3,2018,"1,997411322"
2474,6,Wine,1,Other Grocery Retailers,3,2019,"2,337351109"
2475,6,Wine,1,Other Grocery Retailers,3,2020,"1,597805407"
2476,6,Wine,1,Other Grocery Retailers,3,2021,"2,756592416"
