Location,Subcategory_ID,Hierarchy_Level,Global_Brand_Owner,Year,Volume_Kl
7,4,3,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,2017,447.2502004
7,4,3,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,2018,453.8588102
7,4,3,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,2019,455.5295585
7,4,3,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,2020,456.1806115
7,4,3,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,2021,455.1379492
7,4,3,Oettinger Brauerei GmbH,2016,514.9649892
7,4,3,Oettinger Brauerei GmbH,2017,504.150702
7,4,3,Oettinger Brauerei GmbH,2018,487.8666438
7,4,3,Oettinger Brauerei GmbH,2019,465.9125922
7,4,3,Oettinger Brauerei GmbH,2020,451.0034064
7,4,3,Oettinger Brauerei GmbH,2021,432.0612608
7,4,3,Damm SA,2016,349.0671039
7,4,3,Damm SA,2017,349.6868966
7,4,3,Damm SA,2018,365.7724847
7,4,3,Damm SA,2019,385.2646601
7,4,3,Damm SA,2020,395.4210749
7,4,3,Damm SA,2021,400.4843475
7,4,3,Brau Holding International AG,2016,252.5820815
7,4,3,Brau Holding International AG,2017,247.0752163
7,4,3,Brau Holding International AG,2018,247.3342338
7,4,3,Brau Holding International AG,2019,247.1698771
7,4,3,Brau Holding International AG,2020,247.2263801
7,4,3,Brau Holding International AG,2021,249.8170502
7,4,3,Brauerei C & A Veltins GmbH & Co KG,2016,204.9936557
7,4,3,Brauerei C & A Veltins GmbH & Co KG,2017,200.8436426
7,4,3,Brauerei C & A Veltins GmbH & Co KG,2018,220.0423684
7,4,3,Brauerei C & A Veltins GmbH & Co KG,2019,224.6942063
7,4,3,Brauerei C & A Veltins GmbH & Co KG,2020,229.8692569
7,4,3,Brauerei C & A Veltins GmbH & Co KG,2021,234.7981452
7,4,3,Royal Unibrew A/S,2016,121.9133692
7,4,3,Royal Unibrew A/S,2017,252.4012676
7,4,3,Royal Unibrew A/S,2018,245.0377497
7,4,3,Royal Unibrew A/S,2019,236.5060584
7,4,3,Royal Unibrew A/S,2020,237.4074229
7,4,3,Royal Unibrew A/S,2021,232.6357347
7,4,3,Warsteiner Brauerei Haus Cramer GmbH & Co KG,2016,291.8163857
7,4,3,Warsteiner Brauerei Haus Cramer GmbH & Co KG,2017,286.3517105
7,4,3,Warsteiner Brauerei Haus Cramer GmbH & Co KG,2018,264.4454891
7,4,3,Warsteiner Brauerei Haus Cramer GmbH & Co KG,2019,246.2575753
7,4,3,Warsteiner Brauerei Haus Cramer GmbH & Co KG,2020,234.2233809
7,4,3,Warsteiner Brauerei Haus Cramer GmbH & Co KG,2021,225.6155648
7,4,3,Super Bock Group SGPS SA,2021,197.4753275
7,4,3,Frankfurter Brauhaus GmbH,2016,173.2399718
7,4,3,Frankfurter Brauhaus GmbH,2017,170.1216727
7,4,3,Frankfurter Brauhaus GmbH,2018,172.588426
7,4,3,Frankfurter Brauhaus GmbH,2019,171.1213957
7,4,3,Frankfurter Brauhaus GmbH,2020,170.2657969
7,4,3,Frankfurter Brauhaus GmbH,2021,171.0319954
7,4,3,Birra Castello SpA,2016,155.0183908
7,4,3,Birra Castello SpA,2017,160.0916137
7,4,3,Birra Castello SpA,2018,165.8258295
7,4,3,Birra Castello SpA,2019,167.8928668
7,4,3,Birra Castello SpA,2020,168.4190699
7,4,3,Birra Castello SpA,2021,167.5316457
7,4,3,Bavaria NV,2016,158.7030372
7,4,3,Bavaria NV,2017,155.1011506
7,4,3,Bavaria NV,2018,150.8393218
7,4,3,Bavaria NV,2019,147.3599981
7,4,3,Bavaria NV,2020,148.0420426
7,4,3,Bavaria NV,2021,152.4069533
7,4,3,Karlsberg Brauerei GmbH & Co KG,2016,169.9693601
7,4,3,Karlsberg Brauerei GmbH & Co KG,2017,166.3922772
7,4,3,Karlsberg Brauerei GmbH & Co KG,2018,166.491575
7,4,3,Karlsberg Brauerei GmbH & Co KG,2019,152.5427652
7,4,3,Karlsberg Brauerei GmbH & Co KG,2020,146.2809083
7,4,3,Karlsberg Brauerei GmbH & Co KG,2021,142.471501
7,4,3,Augustiner-BrÃ¤u Wagner KG,2016,108.6411162
7,4,3,Augustiner-BrÃ¤u Wagner KG,2017,112.8781064
7,4,3,Augustiner-BrÃ¤u Wagner KG,2018,118.2299982
7,4,3,Augustiner-BrÃ¤u Wagner KG,2019,123.6212807
7,4,3,Augustiner-BrÃ¤u Wagner KG,2020,129.1224312
7,4,3,Augustiner-BrÃ¤u Wagner KG,2021,134.8193719
7,4,3,Spendrups Bryggeri AB,2016,112.6917252
7,4,3,Spendrups Bryggeri AB,2017,111.728992
7,4,3,Spendrups Bryggeri AB,2018,111.6939254
7,4,3,Spendrups Bryggeri AB,2019,113.6588361
7,4,3,Spendrups Bryggeri AB,2020,123.6290116
7,4,3,Spendrups Bryggeri AB,2021,123.6444536
7,4,3,C&C Group Plc,2016,102.2147033
7,4,3,C&C Group Plc,2017,99.63064058
7,4,3,C&C Group Plc,2018,98.36513215
7,4,3,C&C Group Plc,2019,100.9720413
7,4,3,C&C Group Plc,2020,102.6240639
7,4,3,C&C Group Plc,2021,103.8155288
7,4,3,Paulaner Brauerei GmbH & Co KG,2016,93.7275919
7,4,3,Paulaner Brauerei GmbH & Co KG,2017,95.18999396
7,4,3,Paulaner Brauerei GmbH & Co KG,2018,102.3219326
7,4,3,Paulaner Brauerei GmbH & Co KG,2019,100.9182188
7,4,3,Paulaner Brauerei GmbH & Co KG,2020,101.0203526
7,4,3,Paulaner Brauerei GmbH & Co KG,2021,102.4487664
7,4,3,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",2016,97.49074308
7,4,3,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",2017,98.10504334
7,4,3,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",2018,98.53357935
7,4,3,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",2019,99.30684536
7,4,3,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",2020,99.84901722
7,4,3,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",2021,99.46798159
7,4,3,Olvi Oyj,2016,86.70022891
7,4,3,Olvi Oyj,2017,86.13745244
7,4,3,Olvi Oyj,2018,84.89845891
7,4,3,Olvi Oyj,2019,84.32022285
7,4,3,Olvi Oyj,2020,86.41400653
7,4,3,Olvi Oyj,2021,86.8688327
7,4,3,Birra Forst SpA,2016,78.08879915
7,4,3,Birra Forst SpA,2017,77.41574085
7,4,3,Birra Forst SpA,2018,76.63245507
7,4,3,Birra Forst SpA,2019,76.16000239
7,4,3,Birra Forst SpA,2020,76.27999873
7,4,3,Birra Forst SpA,2021,76.62511626
7,4,3,Mahou SA,2016,37.2991752
7,4,3,Mahou SA,2017,41.99999982
7,4,3,Mahou SA,2018,46.99999908
7,4,3,Mahou SA,2019,57.42000044
7,4,3,Mahou SA,2020,64.00000299
7,4,3,Mahou SA,2021,66.32000057
7,4,3,Badische Staatsbrauerei Rothaus AG,2016,62.80681681
7,4,3,Badische Staatsbrauerei Rothaus AG,2017,61.60093246
7,4,3,Badische Staatsbrauerei Rothaus AG,2018,62.15533629
7,4,3,Badische Staatsbrauerei Rothaus AG,2019,61.87564306
7,4,3,Badische Staatsbrauerei Rothaus AG,2020,61.75189093
7,4,3,Badische Staatsbrauerei Rothaus AG,2021,62.09770474
7,4,3,Hijos de Rivera SA,2016,42.66426297
7,4,3,Hijos de Rivera SA,2017,43.05845416
7,4,3,Hijos de Rivera SA,2018,45.52465659
7,4,3,Hijos de Rivera SA,2019,49.84901599
7,4,3,Hijos de Rivera SA,2020,52.97095261
7,4,3,Hijos de Rivera SA,2021,55.79369595
7,4,3,Budejovicky Budvar np,2016,42.3720644
7,4,3,Budejovicky Budvar np,2017,44.2023551
7,4,3,Budejovicky Budvar np,2018,47.08108758
7,4,3,Budejovicky Budvar np,2019,48.51325639
7,4,3,Budejovicky Budvar np,2020,50.45074298
7,4,3,Budejovicky Budvar np,2021,51.67584957
7,4,3,Ottakringer GetrÃ¤nke AG,2016,62.60317064
7,4,3,Ottakringer GetrÃ¤nke AG,2017,59.66287763
7,4,3,Ottakringer GetrÃ¤nke AG,2018,57.83199931
7,4,3,Ottakringer GetrÃ¤nke AG,2019,54.68347214
7,4,3,Ottakringer GetrÃ¤nke AG,2020,52.08964362
7,4,3,Ottakringer GetrÃ¤nke AG,2021,49.9293923
7,4,3,Ã…bro Bryggeri AB,2016,47.32306154
7,4,3,Ã…bro Bryggeri AB,2017,47.85356419
7,4,3,Ã…bro Bryggeri AB,2018,47.16795482
7,4,3,Ã…bro Bryggeri AB,2019,47.3942641
7,4,3,Ã…bro Bryggeri AB,2020,46.95559299
7,4,3,Ã…bro Bryggeri AB,2021,49.78704377
7,4,3,Hansa Borg Bryggerier AS,2016,54.32632595
7,4,3,Hansa Borg Bryggerier AS,2017,53.17756889
7,4,3,Hansa Borg Bryggerier AS,2018,52.61404833
7,4,3,Hansa Borg Bryggerier AS,2019,52.54491681
7,4,3,Hansa Borg Bryggerier AS,2020,51.738259
7,4,3,Hansa Borg Bryggerier AS,2021,48.78273249
7,4,3,Agora SA,2016,25.11000024
7,4,3,Agora SA,2017,25.01373801
7,4,3,Agora SA,2018,27.27194656
7,4,3,Agora SA,2019,29.46694292
7,4,3,Agora SA,2020,31.56891414
7,4,3,Agora SA,2021,33.94000075
7,4,3,Kopparbergs Bryggeri AB,2016,36.2176922
7,4,3,Kopparbergs Bryggeri AB,2017,38.15356032
7,4,3,Kopparbergs Bryggeri AB,2018,35.80509855
7,4,3,Kopparbergs Bryggeri AB,2019,31.0543633
7,4,3,Kopparbergs Bryggeri AB,2020,24.98168436
7,4,3,Kopparbergs Bryggeri AB,2021,29.95827186
7,4,3,Egger Privatbrauerei,2016,24.12368852
7,4,3,Egger Privatbrauerei,2017,24.87152556
7,4,3,Egger Privatbrauerei,2018,25.66672723
7,4,3,Egger Privatbrauerei,2019,26.37379526
7,4,3,Egger Privatbrauerei,2020,26.98821011
7,4,3,Egger Privatbrauerei,2021,27.63233807
7,4,3,Flensburger Brauereien Emil Petersen GmbH & Co KG,2016,24.73043938
7,4,3,Flensburger Brauereien Emil Petersen GmbH & Co KG,2017,23.96379636
7,4,3,Flensburger Brauereien Emil Petersen GmbH & Co KG,2018,25.11405882
7,4,3,Flensburger Brauereien Emil Petersen GmbH & Co KG,2019,25.01360288
7,4,3,Flensburger Brauereien Emil Petersen GmbH & Co KG,2020,24.95106919
7,4,3,Flensburger Brauereien Emil Petersen GmbH & Co KG,2021,25.17313312
7,4,3,"Central Bottling Co Ltd, The",2016,11.89397971
7,4,3,"Central Bottling Co Ltd, The",2017,12.02885039
7,4,3,"Central Bottling Co Ltd, The",2018,12.15700423
7,4,3,"Central Bottling Co Ltd, The",2019,17.73157276
7,4,3,"Central Bottling Co Ltd, The",2020,23.70659252
7,4,3,"Central Bottling Co Ltd, The",2021,24.78939419
7,4,3,SociÃ©tÃ© Commerciale de Brasserie SA/Brouwerij Handelsmaatschappij NV,2016,28.41984627
7,4,3,SociÃ©tÃ© Commerciale de Brasserie SA/Brouwerij Handelsmaatschappij NV,2017,25.7317699
7,4,3,SociÃ©tÃ© Commerciale de Brasserie SA/Brouwerij Handelsmaatschappij NV,2018,23.04191243
7,4,3,SociÃ©tÃ© Commerciale de Brasserie SA/Brouwerij Handelsmaatschappij NV,2019,22.12294662
7,4,3,SociÃ©tÃ© Commerciale de Brasserie SA/Brouwerij Handelsmaatschappij NV,2020,20.9616174
7,4,3,SociÃ©tÃ© Commerciale de Brasserie SA/Brouwerij Handelsmaatschappij NV,2021,19.85948109
7,4,3,Diageo Plc,2016,30.18578489
7,4,3,Diageo Plc,2017,26.16985436
7,4,3,Diageo Plc,2018,26.40037681
7,4,3,Diageo Plc,2019,7.205730463
7,4,3,Diageo Plc,2020,12.67400562
7,4,3,Diageo Plc,2021,18.14447525
7,4,3,Unicer - Bebidas de Portugal SA,2016,167.3617226
7,4,3,Unicer - Bebidas de Portugal SA,2017,173.7384566
7,4,3,Unicer - Bebidas de Portugal SA,2018,172.0590186
7,4,3,Unicer - Bebidas de Portugal SA,2019,176.5700067
7,4,3,Unicer - Bebidas de Portugal SA,2020,184.1519022
7,4,3,SABMiller Plc,2016,809.4411997
7,4,3,SABMiller Plc,2017,801.5760892
7,4,3,SABMiller Plc,2018,807.5026591
7,4,3,SABMiller Plc,2019,806.7338822
7,4,3,Olympic Brewery SA,2016,39.20000002
7,4,3,Olympic Brewery SA,2017,43.10000079
7,4,3,"Modelo SA de CV, Grupo",2016,110.1570485
7,4,3,Private Label,2016,928.4329783
7,4,3,Private Label,2017,927.9053593
7,4,3,Private Label,2018,927.2771293
7,4,3,Private Label,2019,928.838911
7,4,3,Private Label,2020,932.7838477
7,4,3,Private Label,2021,926.4431483
7,4,3,Others,2016,3298.265755
7,4,3,Others,2017,3176.202676
7,4,3,Others,2018,3018.27813
7,4,3,Others,2019,2991.491022
7,4,3,Others,2020,2931.524522
7,4,3,Others,2021,2823.223548
7,8,2,Heineken NV,2016,4228.443993
7,8,2,Heineken NV,2017,4135.522207
7,8,2,Heineken NV,2018,4192.049065
7,8,2,Heineken NV,2019,4253.702127
7,8,2,Heineken NV,2020,4315.723323
7,8,2,Heineken NV,2021,4372.369341
7,8,2,Carlsberg A/S,2016,2617.177603
7,8,2,Carlsberg A/S,2017,2605.085364
7,8,2,Carlsberg A/S,2018,2718.284982
7,8,2,Carlsberg A/S,2019,2640.003749
7,8,2,Carlsberg A/S,2020,2657.637547
7,8,2,Carlsberg A/S,2021,2646.59305
7,8,2,Anheuser-Busch InBev NV,2016,2089.503579
7,8,2,Anheuser-Busch InBev NV,2017,2095.250547
7,8,2,Anheuser-Busch InBev NV,2018,2078.616143
7,8,2,Anheuser-Busch InBev NV,2019,2084.697634
7,8,2,Anheuser-Busch InBev NV,2020,2167.619102
7,8,2,Anheuser-Busch InBev NV,2021,2146.683831
7,8,2,Grupo Mahou-San Miguel SA,2016,943.8217499
7,8,2,Grupo Mahou-San Miguel SA,2017,921.5567513
7,8,2,Grupo Mahou-San Miguel SA,2018,947.5211481
7,8,2,Grupo Mahou-San Miguel SA,2019,995.563252
7,8,2,Grupo Mahou-San Miguel SA,2020,1021.023489
7,8,2,Grupo Mahou-San Miguel SA,2021,1040.363416
7,8,2,Oetker-Gruppe,2016,980.812465
7,8,2,Oetker-Gruppe,2017,984.0145319
7,8,2,Oetker-Gruppe,2018,983.6324443
7,8,2,Oetker-Gruppe,2019,984.7067648
7,8,2,Oetker-Gruppe,2020,990.6572753
7,8,2,Oetker-Gruppe,2021,1001.654497
7,8,2,Dragonyte Brewery,2016,758.007405
7,8,2,Dragonyte Brewery,2017,745.652479
7,8,2,Dragonyte Brewery,2018,769.3960961
7,8,2,Dragonyte Brewery,2019,778.6932603
7,8,2,Dragonyte Brewery,2020,858.5369543
7,8,2,Dragonyte Brewery,2021,851.390682
7,8,2,Bitburger Braugruppe GmbH,2016,741.0798634
7,8,2,Bitburger Braugruppe GmbH,2017,710.6052127
7,8,2,Bitburger Braugruppe GmbH,2018,703.1407985
7,8,2,Bitburger Braugruppe GmbH,2019,688.4621433
7,8,2,Bitburger Braugruppe GmbH,2020,678.9817199
7,8,2,Bitburger Braugruppe GmbH,2021,670.9816033
7,8,2,Asahi Group Holdings Ltd,2016,2.126976075
7,8,2,Asahi Group Holdings Ltd,2017,2.181214185
7,8,2,Asahi Group Holdings Ltd,2018,2.418674951
7,8,2,Asahi Group Holdings Ltd,2019,2.749249934
7,8,2,Asahi Group Holdings Ltd,2020,660.5897492
7,8,2,Asahi Group Holdings Ltd,2021,669.9553735
7,8,2,Anadolu Group,2016,833.4746547
7,8,2,Anadolu Group,2017,712.5841892
7,8,2,Anadolu Group,2018,619.5296112
7,8,2,Anadolu Group,2019,579.6299035
7,8,2,Anadolu Group,2020,524.7541667
7,8,2,Anadolu Group,2021,518.2954445
7,8,2,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,2016,493.7695769
7,8,2,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,2017,491.0748182
7,8,2,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,2018,498.8436272
7,8,2,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,2019,500.8850533
7,8,2,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,2020,502.0874284
7,8,2,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,2021,502.0109104
7,8,2,Oettinger Brauerei GmbH,2016,576.7847498
7,8,2,Oettinger Brauerei GmbH,2017,564.5485994
7,8,2,Oettinger Brauerei GmbH,2018,547.0384597
7,8,2,Oettinger Brauerei GmbH,2019,522.5991618
7,8,2,Oettinger Brauerei GmbH,2020,506.522225
7,8,2,Oettinger Brauerei GmbH,2021,486.614055
7,8,2,Damm SA,2016,396.6870746
7,8,2,Damm SA,2017,396.0758365
7,8,2,Damm SA,2018,412.7036164
7,8,2,Damm SA,2019,434.2236047
7,8,2,Damm SA,2020,446.3240484
7,8,2,Damm SA,2021,452.8643544
7,8,2,Brauerei C & A Veltins GmbH & Co KG,2016,261.7585542
7,8,2,Brauerei C & A Veltins GmbH & Co KG,2017,250.9393027
7,8,2,Brauerei C & A Veltins GmbH & Co KG,2018,266.5374236
7,8,2,Brauerei C & A Veltins GmbH & Co KG,2019,268.1390771
7,8,2,Brauerei C & A Veltins GmbH & Co KG,2020,272.6732142
7,8,2,Brauerei C & A Veltins GmbH & Co KG,2021,277.3066176
7,8,2,Brau Holding International AG,2016,252.5820771
7,8,2,Brau Holding International AG,2017,247.0751966
7,8,2,Brau Holding International AG,2018,247.3342292
7,8,2,Brau Holding International AG,2019,247.1698819
7,8,2,Brau Holding International AG,2020,247.2263774
7,8,2,Brau Holding International AG,2021,249.8170595
7,8,2,Warsteiner Brauerei Haus Cramer GmbH & Co KG,2016,317.2380009
7,8,2,Warsteiner Brauerei Haus Cramer GmbH & Co KG,2017,310.6047849
7,8,2,Warsteiner Brauerei Haus Cramer GmbH & Co KG,2018,288.2544763
7,8,2,Warsteiner Brauerei Haus Cramer GmbH & Co KG,2019,268.6701667
7,8,2,Warsteiner Brauerei Haus Cramer GmbH & Co KG,2020,255.7588594
7,8,2,Warsteiner Brauerei Haus Cramer GmbH & Co KG,2021,246.6496996
7,8,2,Royal Unibrew A/S,2016,121.9133679
7,8,2,Royal Unibrew A/S,2017,252.4012803
7,8,2,Royal Unibrew A/S,2018,245.1891932
7,8,2,Royal Unibrew A/S,2019,236.6904145
7,8,2,Royal Unibrew A/S,2020,237.6489967
7,8,2,Royal Unibrew A/S,2021,232.8954125
7,8,2,Super Bock Group SGPS SA,2021,200.5665092
7,8,2,Karlsberg Brauerei GmbH & Co KG,2016,212.7940275
7,8,2,Karlsberg Brauerei GmbH & Co KG,2017,211.9503709
7,8,2,Karlsberg Brauerei GmbH & Co KG,2018,214.5561213
7,8,2,Karlsberg Brauerei GmbH & Co KG,2019,200.2711407
7,8,2,Karlsberg Brauerei GmbH & Co KG,2020,193.7422337
7,8,2,Karlsberg Brauerei GmbH & Co KG,2021,190.1769806
7,8,2,Frankfurter Brauhaus GmbH,2016,173.2399715
7,8,2,Frankfurter Brauhaus GmbH,2017,170.1216749
7,8,2,Frankfurter Brauhaus GmbH,2018,172.5884288
7,8,2,Frankfurter Brauhaus GmbH,2019,171.1214001
7,8,2,Frankfurter Brauhaus GmbH,2020,170.265795
7,8,2,Frankfurter Brauhaus GmbH,2021,171.0319979
7,8,2,Birra Castello SpA,2016,155.0183909
7,8,2,Birra Castello SpA,2017,160.0916094
7,8,2,Birra Castello SpA,2018,165.8258348
7,8,2,Birra Castello SpA,2019,167.892862
7,8,2,Birra Castello SpA,2020,168.4190729
7,8,2,Birra Castello SpA,2021,167.5316503
7,8,2,Bavaria NV,2016,158.8000828
7,8,2,Bavaria NV,2017,155.1999474
7,8,2,Bavaria NV,2018,153.2453937
7,8,2,Bavaria NV,2019,150.325837
7,8,2,Bavaria NV,2020,150.9250459
7,8,2,Bavaria NV,2021,155.0150577
7,8,2,Augustiner-BrÃ¤u Wagner KG,2016,108.6411139
7,8,2,Augustiner-BrÃ¤u Wagner KG,2017,112.8781143
7,8,2,Augustiner-BrÃ¤u Wagner KG,2018,118.2299968
7,8,2,Augustiner-BrÃ¤u Wagner KG,2019,123.6212848
7,8,2,Augustiner-BrÃ¤u Wagner KG,2020,129.1224428
7,8,2,Augustiner-BrÃ¤u Wagner KG,2021,134.8193648
7,8,2,Spendrups Bryggeri AB,2016,112.6917306
7,8,2,Spendrups Bryggeri AB,2017,111.7289846
7,8,2,Spendrups Bryggeri AB,2018,111.6939286
7,8,2,Spendrups Bryggeri AB,2019,113.6588393
7,8,2,Spendrups Bryggeri AB,2020,123.6290102
7,8,2,Spendrups Bryggeri AB,2021,123.6444477
7,8,2,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",2016,103.1722074
7,8,2,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",2017,103.9065662
7,8,2,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",2018,104.5905211
7,8,2,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",2019,105.6355768
7,8,2,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",2020,106.3821323
7,8,2,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",2021,106.1836702
7,8,2,C&C Group Plc,2016,102.2147058
7,8,2,C&C Group Plc,2017,99.63063894
7,8,2,C&C Group Plc,2018,98.36513333
7,8,2,C&C Group Plc,2019,100.9720384
7,8,2,C&C Group Plc,2020,102.624062
7,8,2,C&C Group Plc,2021,103.8155282
7,8,2,Paulaner Brauerei GmbH & Co KG,2016,93.72759224
7,8,2,Paulaner Brauerei GmbH & Co KG,2017,95.18999139
7,8,2,Paulaner Brauerei GmbH & Co KG,2018,102.3219286
7,8,2,Paulaner Brauerei GmbH & Co KG,2019,100.9182247
7,8,2,Paulaner Brauerei GmbH & Co KG,2020,101.0203474
7,8,2,Paulaner Brauerei GmbH & Co KG,2021,102.4487637
7,8,2,Olvi Oyj,2016,86.70022907
7,8,2,Olvi Oyj,2017,86.13745957
7,8,2,Olvi Oyj,2018,84.89845932
7,8,2,Olvi Oyj,2019,84.32021747
7,8,2,Olvi Oyj,2020,86.41400279
7,8,2,Olvi Oyj,2021,86.86883267
7,8,2,Birra Forst SpA,2016,78.08880255
7,8,2,Birra Forst SpA,2017,77.4157449
7,8,2,Birra Forst SpA,2018,76.63245257
7,8,2,Birra Forst SpA,2019,76.16000414
7,8,2,Birra Forst SpA,2020,76.27999878
7,8,2,Birra Forst SpA,2021,76.6251181
7,8,2,Mahou SA,2016,37.29917492
7,8,2,Mahou SA,2017,42.00000056
7,8,2,Mahou SA,2018,46.99999955
7,8,2,Mahou SA,2019,57.41999993
7,8,2,Mahou SA,2020,64.00000319
7,8,2,Mahou SA,2021,66.31999963
7,8,2,Badische Staatsbrauerei Rothaus AG,2016,62.80681466
7,8,2,Badische Staatsbrauerei Rothaus AG,2017,61.60093251
7,8,2,Badische Staatsbrauerei Rothaus AG,2018,62.15533978
7,8,2,Badische Staatsbrauerei Rothaus AG,2019,61.87564138
7,8,2,Badische Staatsbrauerei Rothaus AG,2020,61.75188889
7,8,2,Badische Staatsbrauerei Rothaus AG,2021,62.09770291
7,8,2,Hijos de Rivera SA,2016,42.6642641
7,8,2,Hijos de Rivera SA,2017,43.05845341
7,8,2,Hijos de Rivera SA,2018,45.52465637
7,8,2,Hijos de Rivera SA,2019,49.84901685
7,8,2,Hijos de Rivera SA,2020,52.97095178
7,8,2,Hijos de Rivera SA,2021,55.7936952
7,8,2,Ottakringer GetrÃ¤nke AG,2016,66.27872845
7,8,2,Ottakringer GetrÃ¤nke AG,2017,63.17340404
7,8,2,Ottakringer GetrÃ¤nke AG,2018,61.23679536
7,8,2,Ottakringer GetrÃ¤nke AG,2019,57.95695555
7,8,2,Ottakringer GetrÃ¤nke AG,2020,55.28196316
7,8,2,Ottakringer GetrÃ¤nke AG,2021,52.94768469
7,8,2,Budejovicky Budvar np,2016,42.37206209
7,8,2,Budejovicky Budvar np,2017,44.2023551
7,8,2,Budejovicky Budvar np,2018,47.08108619
7,8,2,Budejovicky Budvar np,2019,48.51325326
7,8,2,Budejovicky Budvar np,2020,50.45074142
7,8,2,Budejovicky Budvar np,2021,51.67584938
7,8,2,Ã…bro Bryggeri AB,2016,47.3230624
7,8,2,Ã…bro Bryggeri AB,2017,47.85356293
7,8,2,Ã…bro Bryggeri AB,2018,47.16795386
7,8,2,Ã…bro Bryggeri AB,2019,47.39426326
7,8,2,Ã…bro Bryggeri AB,2020,46.95559434
7,8,2,Ã…bro Bryggeri AB,2021,49.78704675
7,8,2,Hansa Borg Bryggerier AS,2016,54.32632705
7,8,2,Hansa Borg Bryggerier AS,2017,53.17757171
7,8,2,Hansa Borg Bryggerier AS,2018,52.61404596
7,8,2,Hansa Borg Bryggerier AS,2019,52.54491612
7,8,2,Hansa Borg Bryggerier AS,2020,51.73825855
7,8,2,Hansa Borg Bryggerier AS,2021,48.78273436
7,8,2,Kopparbergs Bryggeri AB,2016,36.21769516
7,8,2,Kopparbergs Bryggeri AB,2017,38.15355859
7,8,2,Kopparbergs Bryggeri AB,2018,35.80510116
7,8,2,Kopparbergs Bryggeri AB,2019,31.05436527
7,8,2,Kopparbergs Bryggeri AB,2020,29.96168517
7,8,2,Kopparbergs Bryggeri AB,2021,37.90323232
7,8,2,Agora SA,2016,25.10999847
7,8,2,Agora SA,2017,25.0137393
7,8,2,Agora SA,2018,27.27194587
7,8,2,Agora SA,2019,29.46694234
7,8,2,Agora SA,2020,31.56891187
7,8,2,Agora SA,2021,33.93999857
7,8,2,Egger Privatbrauerei,2016,24.12368772
7,8,2,Egger Privatbrauerei,2017,24.8715246
7,8,2,Egger Privatbrauerei,2018,25.66672741
7,8,2,Egger Privatbrauerei,2019,26.37379413
7,8,2,Egger Privatbrauerei,2020,26.98821089
7,8,2,Egger Privatbrauerei,2021,27.63233908
7,8,2,Brauerei Murau eGen,2016,24.1440971
7,8,2,Brauerei Murau eGen,2017,24.51558949
7,8,2,Brauerei Murau eGen,2018,24.9517571
7,8,2,Brauerei Murau eGen,2019,25.54343002
7,8,2,Brauerei Murau eGen,2020,26.30412871
7,8,2,Brauerei Murau eGen,2021,27.18368646
7,8,2,Flensburger Brauereien Emil Petersen GmbH & Co KG,2016,24.73044059
7,8,2,Flensburger Brauereien Emil Petersen GmbH & Co KG,2017,23.96379641
7,8,2,Flensburger Brauereien Emil Petersen GmbH & Co KG,2018,25.11405892
7,8,2,Flensburger Brauereien Emil Petersen GmbH & Co KG,2019,25.01360276
7,8,2,Flensburger Brauereien Emil Petersen GmbH & Co KG,2020,24.95106857
7,8,2,Flensburger Brauereien Emil Petersen GmbH & Co KG,2021,25.17313434
7,8,2,"Central Bottling Co Ltd, The",2016,11.89397981
7,8,2,"Central Bottling Co Ltd, The",2017,12.02885048
7,8,2,"Central Bottling Co Ltd, The",2018,12.1570052
7,8,2,"Central Bottling Co Ltd, The",2019,17.73157463
7,8,2,"Central Bottling Co Ltd, The",2020,23.70659376
7,8,2,"Central Bottling Co Ltd, The",2021,24.7893937
7,8,2,"Zwettl, Privatbrauerei",2016,19.80658779
7,8,2,"Zwettl, Privatbrauerei",2017,20.33506539
7,8,2,"Zwettl, Privatbrauerei",2018,20.85870845
7,8,2,"Zwettl, Privatbrauerei",2019,21.58837505
7,8,2,"Zwettl, Privatbrauerei",2020,22.43758811
7,8,2,"Zwettl, Privatbrauerei",2021,23.29140196
