Location,Subcategory,Hierarchy_Level,Year,RSP_USD_Mnl,Volume
5,16,1,2020,2.025,337.0
5,16,1,2021,2.185,365.0
5,16,1,2022,2.381,398.0
5,16,1,2023,2.586,429.0
5,16,1,2024,2.792,459.0
5,16,1,2025,3.001,488.0
5,16,1,2026,3.186,517.0
6,16,1,2016,6.03,798.0
6,16,1,2017,6.518,901.0
6,16,1,2018,6.256,890.0
6,16,1,2019,6.243,885.0
6,16,1,2020,6.381,921.0
6,16,1,2021,6.692,983.0
6,16,1,2022,7.098,1.025
6,16,1,2023,7.361,1.057
6,16,1,2024,7.59,1.083
6,16,1,2025,7.807,1.1
6,16,1,2026,8.02,1.113
7,16,1,2016,4.872,487.0
7,16,1,2017,4.815,494.0
7,16,1,2018,4.792,498.0
7,16,1,2019,4.718,491.0
7,16,1,2020,4.7,490.0
7,16,1,2021,4.69,494.0
7,16,1,2022,4.716,497.0
7,16,1,2023,4.726,499.0
7,16,1,2024,4.729,500.0
7,16,1,2025,4.734,501.0
7,16,1,2026,4.738,502.0
1,17,1,2016,83.0,6.0
1,17,1,2017,99.0,7.0
1,17,1,2018,120.0,9.0
1,17,1,2019,147.0,11.0
1,17,1,2020,177.0,14.0
1,17,1,2021,191.0,15.0
1,17,1,2022,208.0,16.0
1,17,1,2023,226.0,17.0
1,17,1,2024,245.0,19.0
1,17,1,2025,264.0,20.0
1,17,1,2026,282.0,22.0
2,17,1,2016,756.0,86.0
2,17,1,2017,852.0,98.0
2,17,1,2018,924.0,112.0
2,17,1,2019,987.0,121.0
2,17,1,2020,1.063,134.0
2,17,1,2021,1.143,144.0
2,17,1,2022,1.235,155.0
2,17,1,2023,1.33,165.0
2,17,1,2024,1.428,175.0
2,17,1,2025,1.527,185.0
2,17,1,2026,1.629,194.0
3,17,1,2016,157.0,54.0
3,17,1,2017,190.0,61.0
3,17,1,2018,269.0,77.0
3,17,1,2019,340.0,99.0
3,17,1,2020,409.0,122.0
3,17,1,2021,422.0,126.0
3,17,1,2022,441.0,131.0
3,17,1,2023,461.0,136.0
3,17,1,2024,479.0,141.0
3,17,1,2025,493.0,145.0
3,17,1,2026,508.0,149.0
4,17,1,2016,482.0,131.0
4,17,1,2017,513.0,123.0
4,17,1,2018,718.0,125.0
4,17,1,2019,1.303,124.0
4,17,1,2020,551.0,122.0
4,17,1,2021,471.0,127.0
4,17,1,2022,471.0,130.0
4,17,1,2023,480.0,133.0
4,17,1,2024,492.0,137.0
4,17,1,2025,505.0,140.0
4,17,1,2026,521.0,144.0
5,17,1,2016,1.38,333.0
5,17,1,2017,1.553,378.0
5,17,1,2018,1.581,379.0
5,17,1,2019,1.692,406.0
5,17,1,2020,1.652,399.0
5,17,1,2021,1.75,421.0
5,17,1,2022,1.878,442.0
5,17,1,2023,2.013,462.0
5,17,1,2024,2.151,481.0
5,17,1,2025,2.291,500.0
5,17,1,2026,2.424,519.0
6,17,1,2016,784.0,108.0
6,17,1,2017,1.138,167.0
6,17,1,2018,1.708,263.0
6,17,1,2019,1.886,291.0
6,17,1,2020,1.859,278.0
6,17,1,2021,1.849,275.0
6,17,1,2022,1.622,253.0
6,17,1,2023,1.591,248.0
6,17,1,2024,1.58,246.0
6,17,1,2025,1.584,246.0
6,17,1,2026,1.599,247.0
7,17,1,2016,6.297,1.215
7,17,1,2017,6.343,1.225
7,17,1,2018,6.38,1.221
7,17,1,2019,6.39,1.198
7,17,1,2020,6.488,1.2
7,17,1,2021,6.461,1.197
7,17,1,2022,6.545,1.204
7,17,1,2023,6.628,1.214
7,17,1,2024,6.708,1.227
7,17,1,2025,6.793,1.24
7,17,1,2026,6.892,1.256
